iteration,loss,ce_loss,accuracy,two_qubit_count
63,0.6931471605599455,0.6931471605599455,0.55,9
64,0.6931471605599454,0.6931471605599454,0.5,9
65,0.6931471605599454,0.6931471605599454,0.45,9
66,0.6931471605599455,0.6931471605599455,0.5,9
67,0.6931471605599455,0.6931471605599455,0.5,9
68,0.6931471605599455,0.6931471605599455,0.5,9
69,0.6931471605599455,0.6931471605599455,0.5,9
70,0.6931471605599454,0.6931471605599454,0.575,9
71,0.6931471605599455,0.6931471605599455,0.5,9
72,0.6931471605599455,0.6931471605599455,0.575,9
73,0.6931471605599454,0.6931471605599454,0.45,9
74,0.6931471605599455,0.6931471605599455,0.5,9
75,0.6931471605599454,0.6931471605599454,0.5,9
76,0.6931471605599455,0.6931471605599455,0.5,9
77,0.6931471605599455,0.6931471605599455,0.5,9
78,0.6931471605599454,0.6931471605599454,0.525,9
79,0.6931471605599455,0.6931471605599455,0.5,9
80,0.6931471605599455,0.6931471605599455,0.45,9
81,0.6931471605599454,0.6931471605599454,0.525,9
82,0.6931471605599454,0.6931471605599454,0.5,9
83,0.6931471605599454,0.6931471605599454,0.5,9
84,0.6931471605599455,0.6931471605599455,0.5,9
85,0.6931471605599454,0.6931471605599454,0.55,9
86,0.6931471605599455,0.6931471605599455,0.5,9
87,0.6931471605599454,0.6931471605599454,0.5,9
88,0.6931471605599454,0.6931471605599454,0.5,9
89,0.6931471605599455,0.6931471605599455,0.5,9
90,0.6931471605599455,0.6931471605599455,0.6,9
91,0.6931471605599454,0.6931471605599454,0.5,9
92,0.6931471605599454,0.6931471605599454,0.5,9
93,0.6931471605599454,0.6931471605599454,0.575,9
94,0.6931471605599454,0.6931471605599454,0.45,9
95,0.6931471605599455,0.6931471605599455,0.5,9
96,0.6931471605599454,0.6931471605599454,0.525,9
97,0.6931471605599454,0.6931471605599454,0.375,9
98,0.6931471605599454,0.6931471605599454,0.675,9
99,0.6931471605599455,0.6931471605599455,0.5,9
100,0.6931471605599454,0.6931471605599454,0.575,9
101,0.6931471605599454,0.6931471605599454,0.55,9
102,0.6931471605599455,0.6931471605599455,0.525,9
103,0.6931471605599454,0.6931471605599454,0.475,9
104,0.6931471605599454,0.6931471605599454,0.5,9
105,0.6931471605599454,0.6931471605599454,0.5,9
106,0.6931471605599454,0.6931471605599454,0.5,9
107,0.6931471605599455,0.6931471605599455,0.5,9
108,0.6931471605599454,0.6931471605599454,0.6,9
109,0.6931471605599454,0.6931471605599454,0.55,9
110,0.6931471605599454,0.6931471605599454,0.5,9
111,0.6931471605599454,0.6931471605599454,0.525,9
112,0.6931471605599454,0.6931471605599454,0.5,9
113,0.6931471605599453,0.6931471605599453,0.5,9
114,0.6931471605599455,0.6931471605599455,0.5,9
115,0.6931471605599455,0.6931471605599455,0.475,9
116,0.6931471605599454,0.6931471605599454,0.525,9
117,0.6931471605599455,0.6931471605599455,0.525,9
118,0.6931471605599454,0.6931471605599454,0.5,9
119,0.6931471605599454,0.6931471605599454,0.525,9
120,0.6931471605599454,0.6931471605599454,0.5,9
121,0.6931471605599454,0.6931471605599454,0.525,9
122,0.6931471605599455,0.6931471605599455,0.5,9
123,0.6931471605599455,0.6931471605599455,0.475,9
124,0.6931471605599454,0.6931471605599454,0.45,9
125,0.6931471605599454,0.6931471605599454,0.5,9
126,0.6931471605599454,0.6931471605599454,0.425,9
127,0.6931471605599454,0.6931471605599454,0.55,9
128,0.6931471605599453,0.6931471605599453,0.5,9
129,0.6931471605599455,0.6931471605599455,0.5,9
130,0.6931471605599455,0.6931471605599455,0.5,9
131,0.6931471605599455,0.6931471605599455,0.5,9
132,0.6931471605599455,0.6931471605599455,0.5,9
133,0.6931471605599454,0.6931471605599454,0.55,9
134,0.6931471605599455,0.6931471605599455,0.5,9
135,0.6931471605599455,0.6931471605599455,0.5,9
136,0.6931471605599455,0.6931471605599455,0.325,9
137,0.6931471605599455,0.6931471605599455,0.5,9
138,0.6931471605599455,0.6931471605599455,0.3,9
139,0.6931471605599455,0.6931471605599455,0.5,9
140,0.6931471605599455,0.6931471605599455,0.5,9
141,0.6931471605599454,0.6931471605599454,0.475,9
142,0.6931471605599454,0.6931471605599454,0.5,9
143,0.6931471605599455,0.6931471605599455,0.5,9
144,0.6931471605599454,0.6931471605599454,0.5,9
145,0.6931471605599454,0.6931471605599454,0.5,9
146,0.6931471605599455,0.6931471605599455,0.5,9
147,0.6931471605599455,0.6931471605599455,0.475,9
148,0.6931471605599455,0.6931471605599455,0.5,9
149,0.6931471605599455,0.6931471605599455,0.525,9
150,0.6931471605599455,0.6931471605599455,0.5,9
151,0.6931471605599455,0.6931471605599455,0.5,9
152,0.6931471605599455,0.6931471605599455,0.5,9
153,0.6931471605599455,0.6931471605599455,0.5,9
154,0.6931471605599455,0.6931471605599455,0.45,9
155,0.6931471605599454,0.6931471605599454,0.575,9
156,0.6931471605599454,0.6931471605599454,0.575,9
157,0.6931471605599453,0.6931471605599453,0.5,9
158,0.6931471605599455,0.6931471605599455,0.5,9
159,0.6931471605599455,0.6931471605599455,0.5,9
160,0.6931471605599454,0.6931471605599454,0.5,9
161,0.6931471605599455,0.6931471605599455,0.5,9
162,0.6931471605599454,0.6931471605599454,0.55,9
163,0.6931471605599454,0.6931471605599454,0.675,9
164,0.6931471605599454,0.6931471605599454,0.5,9
165,0.6931471605599454,0.6931471605599454,0.55,9
166,0.6931471605599454,0.6931471605599454,0.55,9
167,0.6931471605599455,0.6931471605599455,0.5,9
168,0.6931471605599454,0.6931471605599454,0.5,9
169,0.6931471605599455,0.6931471605599455,0.5,9
170,0.6931471605599455,0.6931471605599455,0.5,9
171,0.6931471605599455,0.6931471605599455,0.5,9
172,0.6931471605599454,0.6931471605599454,0.475,9
173,0.6931471605599455,0.6931471605599455,0.55,9
174,0.6931471605599455,0.6931471605599455,0.5,9
175,0.6931471605599455,0.6931471605599455,0.45,9
176,0.6931471605599455,0.6931471605599455,0.5,9
177,0.6931471605599455,0.6931471605599455,0.5,9
178,0.6931471605599454,0.6931471605599454,0.475,9
179,0.6931471605599455,0.6931471605599455,0.5,9
180,0.6931471605599454,0.6931471605599454,0.5,9
181,0.6931471605599454,0.6931471605599454,0.475,9
182,0.6931471605599454,0.6931471605599454,0.45,9
183,0.6931471605599455,0.6931471605599455,0.5,9
184,0.6931471605599455,0.6931471605599455,0.45,9
185,0.6931471605599455,0.6931471605599455,0.5,9
186,0.6931471605599455,0.6931471605599455,0.5,9
187,0.6931471605599454,0.6931471605599454,0.5,9
188,0.6931471605599455,0.6931471605599455,0.5,9
189,0.6931471605599455,0.6931471605599455,0.5,9
190,0.6931471605599455,0.6931471605599455,0.5,9
191,0.6931471605599454,0.6931471605599454,0.55,9
192,0.6931471605599454,0.6931471605599454,0.5,9
193,0.6931471605599455,0.6931471605599455,0.5,9
194,0.6931471605599454,0.6931471605599454,0.55,9
195,0.6931471605599455,0.6931471605599455,0.5,9
196,0.6931471605599454,0.6931471605599454,0.55,9
197,0.6931471605599455,0.6931471605599455,0.5,9
198,0.6931471605599454,0.6931471605599454,0.5,9
199,0.6931471605599454,0.6931471605599454,0.5,9
